CIPCode2010,CIPTitle2010,Action,Text change,CIPCode2020,CIPTitle2020,,,CIPCode2010,CIPCode2020
51.3808,Nursing Science.,No substantive changes,no,51.3808,Nursing Science.,,,51.3808,51.3808
51.3809,Pediatric Nurse/Nursing.,No substantive changes,no,51.3809,Pediatric Nurse/Nursing.,,,51.3809,51.3809
51.3810,Psychiatric/Mental Health Nurse/Nursing.,No substantive changes,no,51.3810,Psychiatric/Mental Health Nurse/Nursing.,,,51.381,51.381
51.3811,Public Health/Community Nurse/Nursing.,No substantive changes,no,51.3811,Public Health/Community Nurse/Nursing.,,,51.3811,51.3811
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,No substantive changes,no,51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,,,51.3812,51.3812
51.3813,Clinical Nurse Specialist.,No substantive changes,no,51.3813,Clinical Nurse Specialist.,,,51.3813,51.3813
51.3814,Critical Care Nursing.,No substantive changes,no,51.3814,Critical Care Nursing.,,,51.3814,51.3814
51.3815,Occupational and Environmental Health Nursing.,No substantive changes,no,51.3815,Occupational and Environmental Health Nursing.,,,51.3815,51.3815
51.3816,Emergency Room/Trauma Nursing.,No substantive changes,no,51.3816,Emergency Room/Trauma Nursing.,,,51.3816,51.3816
51.3817,Nursing Education.,Moved to,no,51.3203,Nursing Education.,,,51.3817,51.3203
51.3818,Nursing Practice.,No substantive changes,no,51.3818,Nursing Practice.,,,51.3818,51.3818
51.3819,Palliative Care Nursing.,No substantive changes,no,51.3819,Palliative Care Nursing.,,,51.3819,51.3819
51.3820,Clinical Nurse Leader.,No substantive changes,no,51.3820,Clinical Nurse Leader.,,,51.382,51.382
51.3821,Geriatric Nurse/Nursing.,No substantive changes,no,51.3821,Geriatric Nurse/Nursing.,,,51.3821,51.3821
51.3822,Women's Health Nurse/Nursing.,No substantive changes,no,51.3822,Women's Health Nurse/Nursing.,,,51.3822,51.3822
,,New,no,51.3823,Reserved.,,,,51.3823
,,New,no,51.3824,Forensic Nursing.,,,,51.3824
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",No substantive changes,no,51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.",,,51.3899,51.3899
51.39,"Practical Nursing, Vocational Nursing and Nursing Assistants.",No substantive changes,no,51.39,"Practical Nursing, Vocational Nursing and Nursing Assistants.",,,51.39,51.39
51.3901,Licensed Practical/Vocational Nurse Training.,No substantive changes,no,51.3901,Licensed Practical/Vocational Nurse Training.,,,51.3901,51.3901
51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide.,No substantive changes,no,51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide.,,,51.3902,51.3902
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.",No substantive changes,no,51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.",,,51.3999,51.3999
51.99,"Health Professions and Related Clinical Sciences, Other.",No substantive changes,no,51.99,"Health Professions and Related Clinical Sciences, Other.",,,51.99,51.99
,,New,no,51.9980,Reserved.,,,,51.998
51.9999,"Health Professions and Related Clinical Sciences, Other.",No substantive changes,no,51.9999,"Health Professions and Related Clinical Sciences, Other.",,,51.9999,51.9999
52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",No substantive changes,no,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",,,52,52
52.01,"Business/Commerce, General.",No substantive changes,no,52.01,"Business/Commerce, General.",,,52.01,52.01
52.0101,"Business/Commerce, General.",No substantive changes,no,52.0101,"Business/Commerce, General.",,,52.0101,52.0101
52.02,"Business Administration, Management and Operations.",No substantive changes,no,52.02,"Business Administration, Management and Operations.",,,52.02,52.02
52.0201,"Business Administration and Management, General.",No substantive changes,no,52.0201,"Business Administration and Management, General.",,,52.0201,52.0201
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",No substantive changes,no,52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.",,,52.0202,52.0202
52.0203,"Logistics, Materials, and Supply Chain Management.",No substantive changes,no,52.0203,"Logistics, Materials, and Supply Chain Management.",,,52.0203,52.0203
52.0204,Office Management and Supervision.,No substantive changes,no,52.0204,Office Management and Supervision.,,,52.0204,52.0204
52.0205,Operations Management and Supervision.,No substantive changes,no,52.0205,Operations Management and Supervision.,,,52.0205,52.0205
52.0206,Non-Profit/Public/Organizational Management.,No substantive changes,no,52.0206,Non-Profit/Public/Organizational Management.,,,52.0206,52.0206
52.0207,Customer Service Management.,No substantive changes,no,52.0207,Customer Service Management.,,,52.0207,52.0207
52.0208,E-Commerce/Electronic Commerce.,No substantive changes,no,52.0208,E-Commerce/Electronic Commerce.,,,52.0208,52.0208
52.0209,Transportation/Mobility Management.,No substantive changes,yes,52.0209,Transportation/Mobility Management.,,,52.0209,52.0209
52.0210,Research and Development Management.,No substantive changes,no,52.0210,Research and Development Management.,,,52.021,52.021
52.0211,Project Management.,No substantive changes,no,52.0211,Project Management.,,,52.0211,52.0211
52.0212,Retail Management.,No substantive changes,no,52.0212,Retail Management.,,,52.0212,52.0212
52.0213,Organizational Leadership.,No substantive changes,no,52.0213,Organizational Leadership.,,,52.0213,52.0213
,,New,no,52.0214,Research Administration.,,,,52.0214
,,New,no,52.0215,Risk Management.,,,,52.0215
,,New,no,52.0216,Science/Technology Management.,,,,52.0216
52.0299,"Business Administration, Management and Operations, Other.",No substantive changes,no,52.0299,"Business Administration, Management and Operations, Other.",,,52.0299,52.0299
52.03,Accounting and Related Services.,No substantive changes,no,52.03,Accounting and Related Services.,,,52.03,52.03
52.0301,Accounting.,No substantive changes,no,52.0301,Accounting.,,,52.0301,52.0301
52.0302,Accounting Technology/Technician and Bookkeeping.,No substantive changes,no,52.0302,Accounting Technology/Technician and Bookkeeping.,,,52.0302,52.0302
52.0303,Auditing.,No substantive changes,no,52.0303,Auditing.,,,52.0303,52.0303
52.0304,Accounting and Finance.,No substantive changes,no,52.0304,Accounting and Finance.,,,52.0304,52.0304
52.0305,Accounting and Business/Management.,No substantive changes,no,52.0305,Accounting and Business/Management.,,,52.0305,52.0305
52.0399,"Accounting and Related Services, Other.",No substantive changes,no,52.0399,"Accounting and Related Services, Other.",,,52.0399,52.0399
52.04,Business Operations Support and Assistant Services.,No substantive changes,no,52.04,Business Operations Support and Assistant Services.,,,52.04,52.04
52.0401,"Administrative Assistant and Secretarial Science, General.",No substantive changes,no,52.0401,"Administrative Assistant and Secretarial Science, General.",,,52.0401,52.0401
52.0402,Executive Assistant/Executive Secretary.,No substantive changes,no,52.0402,Executive Assistant/Executive Secretary.,,,52.0402,52.0402
52.0406,Receptionist.,No substantive changes,no,52.0406,Receptionist.,,,52.0406,52.0406
52.0407,Business/Office Automation/Technology/Data Entry.,No substantive changes,no,52.0407,Business/Office Automation/Technology/Data Entry.,,,52.0407,52.0407
52.0408,General Office Occupations and Clerical Services.,No substantive changes,no,52.0408,General Office Occupations and Clerical Services.,,,52.0408,52.0408
52.0409,"Parts, Warehousing, and Inventory Management Operations.",No substantive changes,no,52.0409,"Parts, Warehousing, and Inventory Management Operations.",,,52.0409,52.0409
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",No substantive changes,no,52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",,,52.041,52.041
52.0411,Customer Service Support/Call Center/Teleservice Operation.,No substantive changes,no,52.0411,Customer Service Support/Call Center/Teleservice Operation.,,,52.0411,52.0411
52.0499,"Business Operations Support and Secretarial Services, Other.",No substantive changes,no,52.0499,"Business Operations Support and Secretarial Services, Other.",,,52.0499,52.0499
52.05,Business/Corporate Communications.,No substantive changes,no,52.05,Business/Corporate Communications.,,,52.05,52.05
52.0501,Business/Corporate Communications.,No substantive changes,yes,52.0501,"Business/Corporate Communications, General.",,,52.0501,52.0501
,,New,no,52.0502,Grantsmanship.,,,,52.0502
,,New,no,52.0599,"Business/Corporate Communications, Other.",,,,52.0599
52.06,Business/Managerial Economics.,No substantive changes,no,52.06,Business/Managerial Economics.,,,52.06,52.06
52.0601,Business/Managerial Economics.,No substantive changes,no,52.0601,Business/Managerial Economics.,,,52.0601,52.0601
52.07,Entrepreneurial and Small Business Operations.,No substantive changes,no,52.07,Entrepreneurial and Small Business Operations.,,,52.07,52.07
52.0701,Entrepreneurship/Entrepreneurial Studies.,No substantive changes,no,52.0701,Entrepreneurship/Entrepreneurial Studies.,,,52.0701,52.0701
52.0702,Franchising and Franchise Operations.,No substantive changes,no,52.0702,Franchising and Franchise Operations.,,,52.0702,52.0702
52.0703,Small Business Administration/Management.,No substantive changes,no,52.0703,Small Business Administration/Management.,,,52.0703,52.0703
,,New,no,52.0704,Social Entrepreneurship.,,,,52.0704
52.0799,"Entrepreneurial and Small Business Operations, Other.",No substantive changes,no,52.0799,"Entrepreneurial and Small Business Operations, Other.",,,52.0799,52.0799
52.08,Finance and Financial Management Services.,No substantive changes,no,52.08,Finance and Financial Management Services.,,,52.08,52.08
52.0801,"Finance, General.",No substantive changes,no,52.0801,"Finance, General.",,,52.0801,52.0801
52.0803,Banking and Financial Support Services.,No substantive changes,no,52.0803,Banking and Financial Support Services.,,,52.0803,52.0803
52.0804,Financial Planning and Services.,No substantive changes,no,52.0804,Financial Planning and Services.,,,52.0804,52.0804
52.0806,International Finance.,No substantive changes,no,52.0806,International Finance.,,,52.0806,52.0806
52.0807,Investments and Securities.,No substantive changes,no,52.0807,Investments and Securities.,,,52.0807,52.0807
52.0808,Public Finance.,No substantive changes,no,52.0808,Public Finance.,,,52.0808,52.0808
52.0809,Credit Management.,No substantive changes,no,52.0809,Credit Management.,,,52.0809,52.0809
,,New,no,52.0810,Financial Risk Management.,,,,52.081
52.0899,"Finance and Financial Management Services, Other.",No substantive changes,no,52.0899,"Finance and Financial Management Services, Other.",,,52.0899,52.0899
52.09,Hospitality Administration/Management.,No substantive changes,no,52.09,Hospitality Administration/Management.,,,52.09,52.09
52.0901,"Hospitality Administration/Management, General.",No substantive changes,no,52.0901,"Hospitality Administration/Management, General.",,,52.0901,52.0901
52.0903,Tourism and Travel Services Management.,No substantive changes,no,52.0903,Tourism and Travel Services Management.,,,52.0903,52.0903
52.0904,Hotel/Motel Administration/Management.,No substantive changes,no,52.0904,Hotel/Motel Administration/Management.,,,52.0904,52.0904
52.0905,Restaurant/Food Services Management.,No substantive changes,no,52.0905,Restaurant/Food Services Management.,,,52.0905,52.0905
52.0906,Resort Management.,No substantive changes,no,52.0906,Resort Management.,,,52.0906,52.0906
52.0907,Meeting and Event Planning.,No substantive changes,no,52.0907,Meeting and Event Planning.,,,52.0907,52.0907
52.0908,Casino Management.,No substantive changes,yes,52.0908,Casino Management.,,,52.0908,52.0908
52.0909,"Hotel, Motel, and Restaurant Management.",No substantive changes,no,52.0909,"Hotel, Motel, and Restaurant Management.",,,52.0909,52.0909
,,New,no,52.0910,Brewery/Brewpub Operations/Management.,,,,52.091
52.0999,"Hospitality Administration/Management, Other.",No substantive changes,no,52.0999,"Hospitality Administration/Management, Other.",,,52.0999,52.0999
52.10,Human Resources Management and Services.,No substantive changes,no,52.10,Human Resources Management and Services.,,,52.1,52.1
52.1001,"Human Resources Management/Personnel Administration, General.",No substantive changes,no,52.1001,"Human Resources Management/Personnel Administration, General.",,,52.1001,52.1001
52.1002,Labor and Industrial Relations.,No substantive changes,no,52.1002,Labor and Industrial Relations.,,,52.1002,52.1002
52.1003,Organizational Behavior Studies.,No substantive changes,no,52.1003,Organizational Behavior Studies.,,,52.1003,52.1003
52.1004,Labor Studies.,No substantive changes,no,52.1004,Labor Studies.,,,52.1004,52.1004
52.1005,Human Resources Development.,No substantive changes,no,52.1005,Human Resources Development.,,,52.1005,52.1005
,,New,no,52.1006,Executive/Career Coaching.,,,,52.1006
52.1099,"Human Resources Management and Services, Other.",No substantive changes,no,52.1099,"Human Resources Management and Services, Other.",,,52.1099,52.1099
52.11,International Business.,No substantive changes,no,52.11,International Business.,,,52.11,52.11
52.1101,International Business/Trade/Commerce.,No substantive changes,no,52.1101,International Business/Trade/Commerce.,,,52.1101,52.1101
52.12,Management Information Systems and Services.,No substantive changes,no,52.12,Management Information Systems and Services.,,,52.12,52.12
52.1201,"Management Information Systems, General.",No substantive changes,no,52.1201,"Management Information Systems, General.",,,52.1201,52.1201
52.1206,Information Resources Management.,No substantive changes,no,52.1206,Information Resources Management.,,,52.1206,52.1206
52.1207,Knowledge Management.,No substantive changes,no,52.1207,Knowledge Management.,,,52.1207,52.1207
52.1299,"Management Information Systems and Services, Other.",No substantive changes,no,52.1299,"Management Information Systems and Services, Other.",,,52.1299,52.1299
52.13,Management Sciences and Quantitative Methods.,No substantive changes,no,52.13,Management Sciences and Quantitative Methods.,,,52.13,52.13
52.1301,Management Science.,No substantive changes,no,52.1301,Management Science.,,,52.1301,52.1301
52.1302,Business Statistics.,No substantive changes,no,52.1302,Business Statistics.,,,52.1302,52.1302
52.1304,Actuarial Science.,No substantive changes,no,52.1304,Actuarial Science.,,,52.1304,52.1304
52.1399,"Management Sciences and Quantitative Methods, Other.",No substantive changes,no,52.1399,"Management Sciences and Quantitative Methods, Other.",,,52.1399,52.1399
52.14,Marketing.,No substantive changes,no,52.14,Marketing.,,,52.14,52.14
52.1401,"Marketing/Marketing Management, General.",No substantive changes,no,52.1401,"Marketing/Marketing Management, General.",,,52.1401,52.1401
52.1402,Marketing Research.,No substantive changes,no,52.1402,Marketing Research.,,,52.1402,52.1402
52.1403,International Marketing.,No substantive changes,no,52.1403,International Marketing.,,,52.1403,52.1403
,,New,no,52.1404,Digital Marketing.,,,,52.1404
52.1499,"Marketing, Other.",No substantive changes,no,52.1499,"Marketing, Other.",,,52.1499,52.1499
52.15,Real Estate.,No substantive changes,no,52.15,Real Estate.,,,52.15,52.15
52.1501,Real Estate.,No substantive changes,no,52.1501,Real Estate.,,,52.1501,52.1501
52.16,Taxation.,No substantive changes,no,52.16,Taxation.,,,52.16,52.16
52.1601,Taxation.,No substantive changes,no,52.1601,Taxation.,,,52.1601,52.1601
52.17,Insurance.,No substantive changes,no,52.17,Insurance.,,,52.17,52.17
52.1701,Insurance.,No substantive changes,no,52.1701,Insurance.,,,52.1701,52.1701
52.18,"General Sales, Merchandising and Related Marketing Operations.",No substantive changes,no,52.18,"General Sales, Merchandising and Related Marketing Operations.",,,52.18,52.18
52.1801,"Sales, Distribution, and Marketing Operations, General.",No substantive changes,no,52.1801,"Sales, Distribution, and Marketing Operations, General.",,,52.1801,52.1801
52.1802,Merchandising and Buying Operations.,No substantive changes,no,52.1802,Merchandising and Buying Operations.,,,52.1802,52.1802
52.1803,Retailing and Retail Operations.,No substantive changes,no,52.1803,Retailing and Retail Operations.,,,52.1803,52.1803
52.1804,Selling Skills and Sales Operations.,No substantive changes,no,52.1804,Selling Skills and Sales Operations.,,,52.1804,52.1804
,,New,no,52.1880,Reserved.,,,,52.188
52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other.",No substantive changes,no,52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other.",,,52.1899,52.1899
52.19,"Specialized Sales, Merchandising and  Marketing Operations.",No substantive changes,no,52.19,"Specialized Sales, Merchandising and  Marketing Operations.",,,52.19,52.19
52.1901,Auctioneering.,No substantive changes,no,52.1901,Auctioneering.,,,52.1901,52.1901
52.1902,Fashion Merchandising.,No substantive changes,no,52.1902,Fashion Merchandising.,,,52.1902,52.1902
52.1903,Fashion Modeling.,No substantive changes,no,52.1903,Fashion Modeling.,,,52.1903,52.1903
52.1904,Apparel and Accessories Marketing Operations.,No substantive changes,no,52.1904,Apparel and Accessories Marketing Operations.,,,52.1904,52.1904
52.1905,Tourism and Travel Services Marketing Operations.,No substantive changes,no,52.1905,Tourism and Travel Services Marketing Operations.,,,52.1905,52.1905
52.1906,Tourism Promotion Operations.,No substantive changes,no,52.1906,Tourism Promotion Operations.,,,52.1906,52.1906
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.,No substantive changes,no,52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations.,,,52.1907,52.1907
52.1908,Business and Personal/Financial Services Marketing Operations.,No substantive changes,no,52.1908,Business and Personal/Financial Services Marketing Operations.,,,52.1908,52.1908
52.1909,Special Products Marketing Operations.,No substantive changes,no,52.1909,Special Products Marketing Operations.,,,52.1909,52.1909
52.1910,Hospitality and Recreation Marketing Operations.,No substantive changes,no,52.1910,Hospitality and Recreation Marketing Operations.,,,52.191,52.191
,,New,no,52.1980,Reserved.,,,,52.198
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other.",No substantive changes,no,52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other.",,,52.1999,52.1999
52.20,Construction Management.,No substantive changes,no,52.20,Construction Management.,,,52.2,52.2
52.2001,Construction Management.,No substantive changes,yes,52.2001,"Construction Management, General.",,,52.2001,52.2001
,,New,no,52.2002,Construction Project Management.,,,,52.2002
,,New,no,52.2099,"Construction Management, Other.",,,,52.2099
52.21,Telecommunications Management.,No substantive changes,no,52.21,Telecommunications Management.,,,52.21,52.21
52.2101,Telecommunications Management.,No substantive changes,no,52.2101,Telecommunications Management.,,,52.2101,52.2101
52.99,"Business, Management, Marketing, and Related Support Services, Other.",No substantive changes,no,52.99,"Business, Management, Marketing, and Related Support Services, Other.",,,52.99,52.99
52.9999,"Business, Management, Marketing, and Related Support Services, Other.",No substantive changes,no,52.9999,"Business, Management, Marketing, and Related Support Services, Other.",,,52.9999,52.9999
53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.,No substantive changes,no,53,HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.,,,53,53
53.01,High School/Secondary Diploma Programs.,No substantive changes,no,53.01,High School/Secondary Diploma Programs.,,,53.01,53.01
53.0101,Regular/General High School/Secondary Diploma Program.,No substantive changes,no,53.0101,Regular/General High School/Secondary Diploma Program.,,,53.0101,53.0101
53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.,No substantive changes,no,53.0102,College/University Preparatory and Advanced High School/Secondary Diploma Program.,,,53.0102,53.0102
53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.,No substantive changes,no,53.0103,Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.,,,53.0103,53.0103
53.0104,Honors/Regents High School/Secondary Diploma Program.,No substantive changes,no,53.0104,Honors/Regents High School/Secondary Diploma Program.,,,53.0104,53.0104
53.0105,Adult High School/Secondary Diploma Program.,No substantive changes,no,53.0105,Adult High School/Secondary Diploma Program.,,,53.0105,53.0105
53.0199,"High School/Secondary Diploma Programs, Other.",No substantive changes,no,53.0199,"High School/Secondary Diploma Programs, Other.",,,53.0199,53.0199
53.02,High School/Secondary Certificate Programs.,No substantive changes,no,53.02,High School/Secondary Certificate Programs.,,,53.02,53.02
53.0201,High School Equivalence Certificate Program.,No substantive changes,no,53.0201,High School Equivalence Certificate Program.,,,53.0201,53.0201
53.0202,High School Certificate of Competence Program.,No substantive changes,no,53.0202,High School Certificate of Competence Program.,,,53.0202,53.0202
53.0203,Certificate of IEP Completion Program.,No substantive changes,no,53.0203,Certificate of IEP Completion Program.,,,53.0203,53.0203
53.0299,"High School/Secondary Certificates, Other.",No substantive changes,no,53.0299,"High School/Secondary Certificates, Other.",,,53.0299,53.0299
54,HISTORY.,No substantive changes,no,54,HISTORY.,,,54,54
54.01,History.,No substantive changes,no,54.01,History.,,,54.01,54.01
54.0101,"History, General.",No substantive changes,no,54.0101,"History, General.",,,54.0101,54.0101
54.0102,American  History (United States).,No substantive changes,no,54.0102,American  History (United States).,,,54.0102,54.0102
54.0103,European History.,No substantive changes,no,54.0103,European History.,,,54.0103,54.0103
54.0104,History and Philosophy of Science and Technology.,No substantive changes,no,54.0104,History and Philosophy of Science and Technology.,,,54.0104,54.0104
54.0105,Public/Applied History.,No substantive changes,no,54.0105,Public/Applied History.,,,54.0105,54.0105
54.0106,Asian History.,No substantive changes,no,54.0106,Asian History.,,,54.0106,54.0106
54.0107,Canadian History.,No substantive changes,no,54.0107,Canadian History.,,,54.0107,54.0107
54.0108,Military History.,No substantive changes,no,54.0108,Military History.,,,54.0108,54.0108
54.0199,"History, Other.",No substantive changes,no,54.0199,"History, Other.",,,54.0199,54.0199
,,New,no,55,RESERVED.,,,,55
,,New,no,55.01,Reserved.,,,,55.01
,,New,no,55.0101,Reserved.,,,,55.0101
,,New,no,55.13,Reserved.,,,,55.13
,,New,no,55.1301,Reserved.,,,,55.1301
,,New,no,55.1302,Reserved.,,,,55.1302
,,New,no,55.1303,Reserved.,,,,55.1303
,,New,no,55.1304,Reserved.,,,,55.1304
,,New,no,55.1399,Reserved.,,,,55.1399
,,New,no,55.14,Reserved.,,,,55.14
,,New,no,55.1401,Reserved.,,,,55.1401
,,New,no,55.1403,Reserved.,,,,55.1403
,,New,no,55.1404,Reserved.,,,,55.1404
,,New,no,55.1405,Reserved.,,,,55.1405
,,New,no,55.1499,Reserved.,,,,55.1499
,,New,no,55.99,Reserved.,,,,55.99
,,New,no,55.9999,Reserved.,,,,55.9999
60,RESIDENCY PROGRAMS.,No substantive changes,yes,60,HEALTH PROFESSIONS RESIDENCY/FELLOWSHIP PROGRAMS.,,,60,60
60.01,Dental Residency Programs.,No substantive changes,yes,60.01,Dental Residency/Fellowship Programs.,,,60.01,60.01
60.0101,Oral and Maxillofacial Surgery Residency Program.,No substantive changes,no,60.0101,Oral and Maxillofacial Surgery Residency Program.,,,60.0101,60.0101
60.0102,Dental Public Health Residency Program.,No substantive changes,no,60.0102,Dental Public Health Residency Program.,,,60.0102,60.0102
60.0103,Endodontics Residency Program.,No substantive changes,no,60.0103,Endodontics Residency Program.,,,60.0103,60.0103
60.0104,Oral and Maxillofacial Pathology Residency Program.,No substantive changes,no,60.0104,Oral and Maxillofacial Pathology Residency Program.,,,60.0104,60.0104
60.0105,Orthodontics Residency Program.,No substantive changes,no,60.0105,Orthodontics Residency Program.,,,60.0105,60.0105
60.0106,Pediatric Dentistry Residency Program.,No substantive changes,no,60.0106,Pediatric Dentistry Residency Program.,,,60.0106,60.0106
60.0107,Periodontology Residency Program.,No substantive changes,no,60.0107,Periodontology Residency Program.,,,60.0107,60.0107
60.0108,Prosthodontics Residency Program.,No substantive changes,no,60.0108,Prosthodontics Residency Program.,,,60.0108,60.0108
60.0109,Oral and Maxillofacial Radiology Residency Program.,No substantive changes,no,60.0109,Oral and Maxillofacial Radiology Residency Program.,,,60.0109,60.0109
,,New,no,60.0110,Implantology Fellowship Program.,,,,60.011
60.0199,"Dental Residency Program, Other.",No substantive changes,yes,60.0199,"Dental Residency/Fellowship Program, Other.",,,60.0199,60.0199
60.03,Veterinary Residency Programs.,No substantive changes,yes,60.03,Veterinary Residency/Fellowship Programs.,,,60.03,60.03
60.0301,Veterinary Anesthesiology Residency Program.,No substantive changes,no,60.0301,Veterinary Anesthesiology Residency Program.,,,60.0301,60.0301
60.0302,Veterinary Dentistry Residency Program.,No substantive changes,no,60.0302,Veterinary Dentistry Residency Program.,,,60.0302,60.0302
60.0303,Veterinary Dermatology Residency Program.,No substantive changes,no,60.0303,Veterinary Dermatology Residency Program.,,,60.0303,60.0303
60.0304,Veterinary Emergency and Critical Care Medicine Residency Program.,No substantive changes,no,60.0304,Veterinary Emergency and Critical Care Medicine Residency Program.,,,60.0304,60.0304
60.0305,Veterinary Internal Medicine Residency Program.,No substantive changes,no,60.0305,Veterinary Internal Medicine Residency Program.,,,60.0305,60.0305
60.0306,Laboratory Animal Medicine Residency Program.,No substantive changes,no,60.0306,Laboratory Animal Medicine Residency Program.,,,60.0306,60.0306
60.0307,Veterinary Microbiology Residency Program.,No substantive changes,no,60.0307,Veterinary Microbiology Residency Program.,,,60.0307,60.0307
60.0308,Veterinary Nutrition Residency Program.,No substantive changes,no,60.0308,Veterinary Nutrition Residency Program.,,,60.0308,60.0308
60.0309,Veterinary Ophthalmology Residency Program.,No substantive changes,no,60.0309,Veterinary Ophthalmology Residency Program.,,,60.0309,60.0309
60.0310,Veterinary Pathology Residency Program.,No substantive changes,no,60.0310,Veterinary Pathology Residency Program.,,,60.031,60.031
60.0311,Veterinary Practice Residency Program.,No substantive changes,no,60.0311,Veterinary Practice Residency Program.,,,60.0311,60.0311
60.0312,Veterinary Preventive Medicine Residency Program.,No substantive changes,no,60.0312,Veterinary Preventive Medicine Residency Program.,,,60.0312,60.0312
60.0313,Veterinary Radiology Residency Program.,No substantive changes,no,60.0313,Veterinary Radiology Residency Program.,,,60.0313,60.0313
60.0314,Veterinary Surgery Residency Program.,No substantive changes,no,60.0314,Veterinary Surgery Residency Program.,,,60.0314,60.0314
60.0315,Theriogenology Residency Program.,No substantive changes,no,60.0315,Theriogenology Residency Program.,,,60.0315,60.0315
60.0316,Veterinary Toxicology Residency Program.,No substantive changes,no,60.0316,Veterinary Toxicology Residency Program.,,,60.0316,60.0316
60.0317,Zoological Medicine Residency Program.,No substantive changes,no,60.0317,Zoological Medicine Residency Program.,,,60.0317,60.0317
60.0318,Poultry Veterinarian Residency Program.,No substantive changes,no,60.0318,Poultry Veterinarian Residency Program.,,,60.0318,60.0318
60.0319,Veterinary Behaviorist Residency Program.,No substantive changes,no,60.0319,Veterinary Behaviorist Residency Program.,,,60.0319,60.0319
60.0320,Veterinary Clinical Pharmacology Residency Program.,No substantive changes,no,60.0320,Veterinary Clinical Pharmacology Residency Program.,,,60.032,60.032
60.0399,"Veterinary Residency Programs, Other.",No substantive changes,yes,60.0399,"Veterinary Residency/Fellowship Program, Other.",,,60.0399,60.0399
60.04,Medical Residency Programs - General Certificates.,Deleted,no,60.04,Deleted,,,60.04,60.04
60.0401,Aerospace Medicine Residency Program.,Moved to,no,61.2302,Aerospace Medicine Residency Program.,,,60.0401,61.2302
60.0402,Allergy and Immunology Residency Program.,Moved to,yes,61.0301,Allergy and Immunology Fellowship Program.,,,60.0402,61.0301
60.0403,Anesthesiology Residency Program.,Moved to,yes,61.0401,Anesthesiology Residency Program.,,,60.0403,61.0401
60.0404,Child Neurology Residency Program.,Moved to,no,61.1102,Child Neurology Residency Program.,,,60.0404,61.1102
60.0405,Clinical Biochemical Genetics Residency Program.,Moved to,yes,61.0901,Clinical Biochemical Genetics Residency Program.,,,60.0405,61.0901
60.0406,Clinical Cytogenetics Residency Program.,Deleted,no,60.0406,"Deleted, report under 61.0903",,,60.0406,60.0406
60.0407,Clinical Genetics Residency Program.,Moved to,yes,61.0902,Clinical Genetics and Genomics Residency Program.,,,60.0407,61.0902
60.0408,Clinical Molecular Genetics Residency Program.,Deleted,no,60.0408,"Deleted, report under 61.0903",,,60.0408,60.0408
60.0409,Colon and Rectal Surgery Residency Program.,Moved to,yes,61.2702,Colon and Rectal Surgery Residency Program.,,,60.0409,61.2702
60.0410,Dermatology Residency Program.,Moved to,no,61.0501,Dermatology Residency Program.,,,60.041,61.0501
60.0411,Diagnostic Radiology Residency Program.,Moved to,no,61.2601,Diagnostic Radiology Residency Program.,,,60.0411,61.2601
60.0412,Emergency Medicine Residency Program.,Moved to,no,61.0601,Emergency Medicine Residency Program.,,,60.0412,61.0601
60.0413,Family Medicine Residency Program.,Moved to,no,61.0701,Family Medicine Residency Program.,,,60.0413,61.0701
60.0414,General Surgery Residency Program.,Moved to,no,61.2701,General Surgery Residency Program.,,,60.0414,61.2701
60.0415,Internal Medicine Residency Program.,Moved to,no,61.0801,Internal Medicine Residency Program.,,,60.0415,61.0801
60.0416,Neurological Surgery Residency Program.,Moved to,no,61.1001,Neurological Surgery Residency Program.,,,60.0416,61.1001
60.0417,Neurology Residency Program.,Moved to,no,61.1101,Neurology Residency Program.,,,60.0417,61.1101
